productcategory,productsubcategory,saleterritory,State,Customer,OrderCount,OrderDate,Sales,Country,Territory
Components,Saddles,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,48.816,US,Salt Lake City
Components,Saddles,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,65.088,US,Reno
Components,Saddles,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,32.544,US,Tooele
Components,Saddles,Southwest,California,John Kelly,1,3/31/2014 0:00,32.544,US,Gilroy
Components,Saddles,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,16.272,US,Culver City
Components,Road Frames,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,202.332,US,Sacramento
Components,Pedals,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,48.588,US,Greeley
Components,Pedals,Southwest,California,Dylan Miller,1,3/31/2014 0:00,24.294,US,El Cajon
Components,Pedals,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,170.058,US,Newark
Components,Pedals,Southwest,California,Michael Sullivan,1,3/31/2014 0:00,72.882,US,Citrus Heights
Clothing,Jerseys,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,119.976,US,Loveland
Clothing,Jerseys,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,149.97,US,Greeley
Clothing,Jerseys,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,340.971792,US,Reno
Clothing,Jerseys,Southwest,California,Lucio Iallo,1,3/31/2014 0:00,29.994,US,Simi Valley
Clothing,Jerseys,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,89.982,US,Culver City
Clothing,Jerseys,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,89.982,US,Loveland
Clothing,Jerseys,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,59.988,US,Greeley
Clothing,Jerseys,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,59.988,US,Salt Lake City
Clothing,Jerseys,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,179.964,US,Reno
Clothing,Jerseys,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,59.988,US,Culver City
Clothing,Jerseys,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,179.964,US,Reno
Components,Mountain Frames,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,1092.27,US,Loveland
Components,Mountain Frames,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,436.908,US,Reno
Components,Mountain Frames,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,1747.632,US,Tooele
Components,Mountain Frames,Southwest,California,John Kelly,1,3/31/2014 0:00,218.454,US,Gilroy
Components,Mountain Frames,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,218.454,US,Culver City
Components,Mountain Frames,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,873.816,US,Loveland
Components,Mountain Frames,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,436.908,US,Salt Lake City
Components,Mountain Frames,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,436.908,US,Reno
Components,Mountain Frames,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,436.908,US,Tooele
Components,Mountain Frames,Southwest,California,John Kelly,1,3/31/2014 0:00,218.454,US,Gilroy
Components,Mountain Frames,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,218.454,US,Culver City
Components,Mountain Frames,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,655.362,US,Tooele
Components,Mountain Frames,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,436.908,US,Culver City
Components,Handlebars,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,148.608,US,Loveland
Components,Handlebars,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,74.304,US,Salt Lake City
Components,Handlebars,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,74.304,US,Reno
Components,Handlebars,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,111.456,US,Tooele
Components,Handlebars,Southwest,California,John Kelly,1,3/31/2014 0:00,148.608,US,Gilroy
Components,Handlebars,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,37.152,US,Culver City
Components,Pedals,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,223.524,US,Loveland
Components,Pedals,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,74.508,US,Salt Lake City
Components,Pedals,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,74.508,US,Reno
Components,Pedals,Southwest,California,John Kelly,1,3/31/2014 0:00,149.016,US,Gilroy
Components,Pedals,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,37.254,US,Culver City
Components,Saddles,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,117.42,US,Reno
Components,Road Frames,Southwest,California,Michael Sullivan,1,3/31/2014 0:00,356.898,US,Citrus Heights
Components,Road Frames,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,1070.694,US,Sacramento
Components,Road Frames,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,356.898,US,Newark
Components,Road Frames,Southwest,California,Michael Sullivan,1,3/31/2014 0:00,1070.694,US,Citrus Heights
Components,Road Frames,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,713.796,US,Sacramento
Components,Road Frames,Southwest,California,Michael Sullivan,1,3/31/2014 0:00,356.898,US,Citrus Heights
Components,Road Frames,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,356.898,US,Sacramento
Components,Pedals,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,186.27,US,Greeley
Components,Pedals,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,149.016,US,Newark
Components,Pedals,Southwest,California,Lucio Iallo,1,3/31/2014 0:00,37.254,US,Simi Valley
Components,Pedals,Southwest,California,Michael Sullivan,1,3/31/2014 0:00,37.254,US,Citrus Heights
Components,Pedals,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,74.508,US,Sacramento
Bikes,Mountain Bikes,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,4130.982,US,Loveland
Bikes,Mountain Bikes,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,2753.988,US,Reno
Bikes,Mountain Bikes,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,12392.946,US,Tooele
Bikes,Mountain Bikes,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,2753.988,US,Culver City
Bikes,Mountain Bikes,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,11015.952,US,Loveland
Bikes,Mountain Bikes,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,9638.958,US,Salt Lake City
Bikes,Mountain Bikes,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,4130.982,US,Culver City
Bikes,Mountain Bikes,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,8261.964,US,Loveland
Bikes,Mountain Bikes,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,5507.976,US,Salt Lake City
Bikes,Mountain Bikes,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,11015.952,US,Tooele
Bikes,Mountain Bikes,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,8261.964,US,Culver City
Bikes,Mountain Bikes,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,6959.97,US,Loveland
Bikes,Mountain Bikes,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,9743.958,US,Reno
Bikes,Mountain Bikes,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,6959.97,US,Tooele
Bikes,Mountain Bikes,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,11135.952,US,Culver City
Bikes,Mountain Bikes,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,12527.946,US,Loveland
Bikes,Mountain Bikes,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,14505.50548,US,Reno
Bikes,Mountain Bikes,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,14505.50548,US,Tooele
Bikes,Mountain Bikes,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,12527.946,US,Culver City
Bikes,Mountain Bikes,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,8351.964,US,Loveland
Bikes,Mountain Bikes,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,9743.958,US,Reno
Bikes,Mountain Bikes,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,12527.946,US,Tooele
Bikes,Mountain Bikes,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,1385.082,US,Loveland
Bikes,Mountain Bikes,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,3231.858,US,Tooele
Bikes,Mountain Bikes,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,1385.082,US,Culver City
Bikes,Mountain Bikes,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,2308.47,US,Loveland
Bikes,Mountain Bikes,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,1385.082,US,Salt Lake City
Bikes,Mountain Bikes,Northwest,Nevada,George Li,1,3/31/2014 0:00,461.694,US,Sparks
Bikes,Mountain Bikes,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,4616.94,US,Tooele
Bikes,Mountain Bikes,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,2308.47,US,Culver City
Bikes,Mountain Bikes,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,2308.47,US,Loveland
Bikes,Mountain Bikes,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,1846.776,US,Tooele
Bikes,Mountain Bikes,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,461.694,US,Culver City
Bikes,Mountain Bikes,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,2308.47,US,Loveland
Bikes,Mountain Bikes,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,923.388,US,Salt Lake City
Bikes,Mountain Bikes,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,2308.47,US,Tooele
Bikes,Mountain Bikes,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,461.694,US,Culver City
Bikes,Mountain Bikes,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,971.982,US,Loveland
Bikes,Mountain Bikes,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,971.982,US,Salt Lake City
Bikes,Mountain Bikes,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,1619.97,US,Tooele
Bikes,Mountain Bikes,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,323.994,US,Culver City
Bikes,Mountain Bikes,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,1943.964,US,Loveland
Bikes,Mountain Bikes,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,971.982,US,Salt Lake City
Bikes,Mountain Bikes,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,1943.964,US,Tooele
Bikes,Mountain Bikes,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,647.988,US,Loveland
Bikes,Mountain Bikes,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,1943.964,US,Salt Lake City
Bikes,Mountain Bikes,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,971.982,US,Tooele
Bikes,Mountain Bikes,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,1295.976,US,Culver City
Bikes,Mountain Bikes,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,323.994,US,Loveland
Bikes,Mountain Bikes,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,323.994,US,Salt Lake City
Bikes,Mountain Bikes,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,647.988,US,Reno
Bikes,Mountain Bikes,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,1943.964,US,Tooele
Bikes,Mountain Bikes,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,323.994,US,Culver City
Bikes,Mountain Bikes,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,323.994,US,Loveland
Bikes,Mountain Bikes,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,323.994,US,Salt Lake City
Bikes,Mountain Bikes,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,1943.964,US,Tooele
Bikes,Mountain Bikes,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,67.7988,US,Loveland
Bikes,Mountain Bikes,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,203.3964,US,Salt Lake City
Bikes,Mountain Bikes,Northwest,Nevada,George Li,1,3/31/2014 0:00,67.7988,US,Sparks
Bikes,Mountain Bikes,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,135.5976,US,Reno
Bikes,Mountain Bikes,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,677.988,US,Tooele
Bikes,Mountain Bikes,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,67.7988,US,Culver City
Bikes,Mountain Bikes,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,203.3964,US,Loveland
Bikes,Mountain Bikes,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,67.7988,US,Salt Lake City
Bikes,Mountain Bikes,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,271.1952,US,Reno
Bikes,Mountain Bikes,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,474.5916,US,Tooele
Bikes,Mountain Bikes,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,135.5976,US,Culver City
Bikes,Mountain Bikes,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,67.7988,US,Loveland
Bikes,Mountain Bikes,Central,Colorado,Oscar Alpuerto,1,3/31/2014 0:00,135.5976,US,Loveland
Bikes,Mountain Bikes,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,135.5976,US,Salt Lake City
Bikes,Mountain Bikes,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,67.7988,US,Reno
Bikes,Mountain Bikes,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,677.988,US,Tooele
Bikes,Mountain Bikes,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,135.5976,US,Loveland
Bikes,Mountain Bikes,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,135.5976,US,Salt Lake City
Bikes,Mountain Bikes,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,677.988,US,Tooele
Bikes,Mountain Bikes,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,67.7988,US,Culver City
Bikes,Mountain Bikes,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,406.7928,US,Loveland
Bikes,Mountain Bikes,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,135.5976,US,Reno
Bikes,Mountain Bikes,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,135.5976,US,Tooele
Bikes,Mountain Bikes,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,67.7988,US,Culver City
Accessories,Tires and Tubes,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,8.244,US,Reno
Clothing,Socks,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,108.037325,US,Greeley
Clothing,Socks,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,16.182,US,Newark
Clothing,Socks,Southwest,California,Lucio Iallo,1,3/31/2014 0:00,16.182,US,Simi Valley
Clothing,Socks,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,53.94,US,Greeley
Clothing,Socks,Southwest,California,Dylan Miller,1,3/31/2014 0:00,10.788,US,El Cajon
Clothing,Socks,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,32.364,US,Newark
Clothing,Socks,Southwest,California,Michael Sullivan,1,3/31/2014 0:00,5.394,US,Citrus Heights
Clothing,Socks,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,43.152,US,Sacramento
Components,Derailleurs,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,291.504,US,Reno
Bikes,Road Bikes,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,5864.04,US,Greeley
Bikes,Road Bikes,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,4398.03,US,Newark
Bikes,Road Bikes,Southwest,California,Jeanie Glenn,1,3/31/2014 0:00,1466.01,US,Camarillo
Bikes,Road Bikes,Southwest,California,Michael Sullivan,1,3/31/2014 0:00,1466.01,US,Citrus Heights
Bikes,Road Bikes,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,4398.03,US,Sacramento
Bikes,Road Bikes,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,2932.02,US,Greeley
Bikes,Road Bikes,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,7330.05,US,Newark
Bikes,Road Bikes,Southwest,California,Jeanie Glenn,1,3/31/2014 0:00,1466.01,US,Camarillo
Bikes,Road Bikes,Southwest,California,Michael Sullivan,1,3/31/2014 0:00,1466.01,US,Citrus Heights
Bikes,Road Bikes,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,1466.01,US,Sacramento
Bikes,Road Bikes,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,5864.04,US,Greeley
Bikes,Road Bikes,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,7330.05,US,Newark
Bikes,Road Bikes,Southwest,California,Jeanie Glenn,1,3/31/2014 0:00,1466.01,US,Camarillo
Bikes,Road Bikes,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,4398.03,US,Sacramento
Bikes,Road Bikes,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,5864.04,US,Greeley
Bikes,Road Bikes,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,4398.03,US,Newark
Bikes,Road Bikes,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,2932.02,US,Sacramento
Bikes,Road Bikes,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,2932.02,US,Greeley
Bikes,Road Bikes,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,7330.05,US,Newark
Bikes,Road Bikes,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,4398.03,US,Sacramento
Bikes,Road Bikes,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,5102.97,US,Greeley
Bikes,Road Bikes,Southwest,California,Dylan Miller,1,3/31/2014 0:00,2041.188,US,El Cajon
Bikes,Road Bikes,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,4082.376,US,Newark
Bikes,Road Bikes,Southwest,California,Lucio Iallo,1,3/31/2014 0:00,3061.782,US,Simi Valley
Bikes,Road Bikes,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,2041.188,US,Sacramento
Bikes,Road Bikes,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,3061.782,US,Greeley
Bikes,Road Bikes,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,5102.97,US,Newark
Bikes,Road Bikes,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,4082.376,US,Sacramento
Bikes,Road Bikes,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,3061.782,US,Greeley
Bikes,Road Bikes,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,5102.97,US,Newark
Bikes,Road Bikes,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,1020.594,US,Sacramento
Bikes,Road Bikes,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,4082.376,US,Greeley
Bikes,Road Bikes,Southwest,California,Dylan Miller,1,3/31/2014 0:00,1020.594,US,El Cajon
Bikes,Road Bikes,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,4082.376,US,Newark
Bikes,Road Bikes,Southwest,California,Lucio Iallo,1,3/31/2014 0:00,2041.188,US,Simi Valley
Bikes,Road Bikes,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,2041.188,US,Sacramento
Bikes,Road Bikes,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,2016.882,US,Greeley
Bikes,Road Bikes,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,4706.058,US,Newark
Bikes,Road Bikes,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,672.294,US,Sacramento
Bikes,Road Bikes,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,3361.47,US,Greeley
Bikes,Road Bikes,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,3361.47,US,Newark
Bikes,Road Bikes,Southwest,California,Jeanie Glenn,1,3/31/2014 0:00,1344.588,US,Camarillo
Bikes,Road Bikes,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,672.294,US,Sacramento
Bikes,Road Bikes,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,3361.47,US,Greeley
Bikes,Road Bikes,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,2016.882,US,Newark
Bikes,Road Bikes,Southwest,California,Michael Sullivan,1,3/31/2014 0:00,1344.588,US,Citrus Heights
Bikes,Road Bikes,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,2016.882,US,Greeley
Bikes,Road Bikes,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,3361.47,US,Newark
Bikes,Road Bikes,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,672.294,US,Sacramento
Bikes,Road Bikes,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,4033.764,US,Greeley
Bikes,Road Bikes,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,2689.176,US,Newark
Bikes,Road Bikes,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,1295.976,US,Greeley
Bikes,Road Bikes,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,323.994,US,Newark
Bikes,Road Bikes,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,323.994,US,Sacramento
Bikes,Road Bikes,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,971.982,US,Greeley
Bikes,Road Bikes,Southwest,California,Dylan Miller,1,3/31/2014 0:00,323.994,US,El Cajon
Bikes,Road Bikes,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,323.994,US,Newark
Bikes,Road Bikes,Southwest,California,Lucio Iallo,1,3/31/2014 0:00,647.988,US,Simi Valley
Bikes,Road Bikes,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,647.988,US,Sacramento
Bikes,Road Bikes,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,1619.97,US,Greeley
Bikes,Road Bikes,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,323.994,US,Newark
Bikes,Road Bikes,Southwest,California,Lucio Iallo,1,3/31/2014 0:00,647.988,US,Simi Valley
Bikes,Road Bikes,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,323.994,US,Sacramento
Bikes,Road Bikes,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,1619.97,US,Greeley
Bikes,Road Bikes,Southwest,California,Eugene Kogan,1,3/31/2014 0:00,971.982,US,Newark
Bikes,Road Bikes,Southwest,California,Michael Sullivan,1,3/31/2014 0:00,647.988,US,Citrus Heights
Bikes,Road Bikes,Southwest,California,Sairaj Uddin,1,3/31/2014 0:00,647.988,US,Sacramento
Clothing,Jerseys,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,64.788,US,Loveland
Clothing,Jerseys,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,97.182,US,Greeley
Clothing,Jerseys,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,323.94,US,Reno
Clothing,Jerseys,Southwest,California,Lucio Iallo,1,3/31/2014 0:00,64.788,US,Simi Valley
Clothing,Jerseys,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,129.576,US,Culver City
Clothing,Jerseys,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,129.576,US,Loveland
Clothing,Jerseys,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,64.788,US,Greeley
Clothing,Jerseys,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,161.97,US,Salt Lake City
Clothing,Jerseys,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,259.152,US,Reno
Clothing,Jerseys,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,194.364,US,Culver City
Clothing,Jerseys,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,97.182,US,Loveland
Clothing,Jerseys,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,161.97,US,Greeley
Clothing,Jerseys,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,398.942908,US,Reno
Clothing,Jerseys,Southwest,California,Dylan Miller,1,3/31/2014 0:00,97.182,US,El Cajon
Clothing,Jerseys,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,97.182,US,Culver City
Accessories,Helmets,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,62.982,US,Loveland
Accessories,Helmets,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,41.988,US,Greeley
Accessories,Helmets,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,278.436424,US,Reno
Accessories,Helmets,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,62.982,US,Culver City
Accessories,Helmets,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,167.952,US,Loveland
Accessories,Helmets,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,146.958,US,Greeley
Accessories,Helmets,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,209.94,US,Reno
Accessories,Helmets,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,41.988,US,Culver City
Accessories,Helmets,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,125.964,US,Loveland
Accessories,Helmets,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,104.97,US,Greeley
Accessories,Helmets,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,238.659792,US,Reno
Accessories,Helmets,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,20.994,US,Tooele
Accessories,Helmets,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,20.994,US,Culver City
Accessories,Bottles and Cages,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,20.958,US,Loveland
Accessories,Bottles and Cages,Central,Colorado,Mitch Kennedy,1,3/31/2014 0:00,14.97,US,Greeley
Accessories,Bottles and Cages,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,2.994,US,Salt Lake City
Accessories,Bottles and Cages,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,17.964,US,Reno
Accessories,Bottles and Cages,Southwest,California,Lucio Iallo,1,3/31/2014 0:00,20.958,US,Simi Valley
Accessories,Bottles and Cages,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,14.97,US,Culver City
Clothing,Shorts,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,517.170108,US,Loveland
Clothing,Shorts,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,477.387792,US,Salt Lake City
Clothing,Shorts,Northwest,Nevada,Margaret Vanderkamp,1,3/31/2014 0:00,125.982,US,Reno
Clothing,Shorts,Northwest,Utah,Roger Harui,1,3/31/2014 0:00,731.3955,US,Tooele
Clothing,Shorts,Southwest,California,Garth Fort,1,3/31/2014 0:00,251.964,US,Baldwin Park
Clothing,Shorts,Southwest,California,Thomas Armstrong,1,3/31/2014 0:00,658.25595,US,Culver City
Clothing,Shorts,Central,Colorado,Anton Kirilov,1,3/31/2014 0:00,125.982,US,Loveland
Clothing,Shorts,Northwest,Utah,Elsa Leavitt,1,3/31/2014 0:00,167.976,US,Salt Lake City
